AssetID,Category,Location,WeeklyHours,UtilizationLevel,Status,RentalSavingsPotential,LastUpdated
SDT-01,Step Deck Trailer,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
WL-11 (J1S02294),Wheel Loader,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
MT-16 (LUBE TRUCK),Maintenance Truck - Lube,,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
MB-11s,Message Board," Woodall Rodgers Fwy, Dallas, TX 75201",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AC-03U,Air Compressor,2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AC-04U,Air Compressor,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
SFB-08s,Truck Mounted Attenuator (TMA),DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
SFB-10s,Truck Mounted Attenuator (TMA),,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
EX-80,Excavator,2022-023 Riverfront & Cadiz Bridge Improvement,25,LOW,LOW USE - Available for Reallocation,2250,2025-05-29 05:13:25
AB-1531886,Arrow Board," Dallas Pkwy, Plano, TX 75093",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-275 (OPEN),Pickup Truck,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
EX-81,Excavator,"9701 - 10229 Oak Grove Rd, Fort Worth, TX 76140",25,LOW,LOW USE - Available for Reallocation,2250,2025-05-29 05:13:25
14T-44 (HTX FLATBED TRAILER),Flatbed Trailer,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
SFB-23 (KB9153),Truck Mounted Attenuator (TMA),,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
#410009 HECTOR U. BONILLA,Personal Vehicle,2024-030 Matagorda SH 35 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
STK-01,Heavy Truck,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
#210003 - AMMAR I. ELHAMAD,Personal Vehicle,TEXDIST,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-283,Pickup Truck,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
MB-15s,Message Board," Dallas North Tollway N, Plano, TX 75093",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
DC-01U,Vacuum,2023-014 (1) TARRANT IH 20 US 81 BR,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
S-12,Heavy Truck,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
S-14 (085764),Heavy Truck,,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
WL-12 (K03394),Wheel Loader,2022-023 Riverfront & Cadiz Bridge Improvement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
MB-14S,Message Board," S Belt Line Rd, Coppell, TX 75019",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
MB-13S,Message Board,"8128 - 8118 N Belt Line Rd, Irving, TX 75063",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
