StartDate,ReportParameters_1,Values_1
04/01/2025,Company:,Ragle - Texas
04/01/2025,Status:,Active

EndDate,ReportParameters_2,Values_2
04/30/2025,Data Source:,Gauge Device
04/30/2025,,Including Assets with No Usage

Month_Hours,AssetLabel_Hours,AssetMonth_Hours,AssetPeriod_Hours,MonthTotal_Hours,PeriodTotal_Hours
2024-012 Dal IH635 U-Turn Bridge,Apr,PT-276 (Mario Moya) FORD MAVERICK XL 2024 Pickup Truck +,1:39,1:39,1073:46,1073:46
2024-012 Dal IH635 U-Turn Bridge,Apr,D-18 CAT D3K2 XL 2016 Dozer +,25:24,25:24,1073:46,1073:46
2024-012 Dal IH635 U-Turn Bridge,Apr,ET-09 (JOSE C. RAMIREZ) RAM 1500 2022 Pickup Truck +,1:11,1:11,1073:46,1073:46
2024-012 Dal IH635 U-Turn Bridge,Apr,PT-159 (OPEN) FORD F250 2019 Pickup Truck +,0:34,0:34,1073:46,1073:46
2024-012 Dal IH635 U-Turn Bridge,Apr,ET-38 (Caleb Padgett) FORD F150 2024 Pickup Truck +,0:05,0:05,1073:46,1073:46
2024-012 Dal IH635 U-Turn Bridge,Apr,SS-16 CAT 279D 2015 Skid Steer +,82:58,82:58,1073:46,1073:46
2024-012 Dal IH635 U-Turn Bridge,Apr,PT-172 (FRANCISCO DIAZ SERNA) FORD F150 2020 Pickup Truck +,1:27,1:27,1073:46,1073:46
2024-012 Dal IH635 U-Turn Bridge,Apr,PT-279 (AARON CONCHA) FORD F250 XL 2024 Pickup Truck +,6:32,6:32,1073:46,1073:46
2024-012 Dal IH635 U-Turn Bridge,Apr,PT-166 (JUAN LUEVANO) FORD F150 2020 Pickup Truck +,25:50,25:50,1073:46,1073:46
2024-012 Dal IH635 U-Turn Bridge,Apr,ET-15 (Carlos Eclavea) RAM 1500 2022 Pickup Truck +,5:15,5:15,1073:46,1073:46
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,PT-89 (ROBERT NEFF) FORD F150 2017 Pickup Truck +,11:10,11:10,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,PT-239 (ALEJANDRO RODRIGUEZ) FORD F150 2023 Pickup Truck +,0:12,0:12,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,PT-16S (ISAAC ROMERO) FORD F150 2024 Pickup Truck +,0:27,0:27,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,PT-20S (OBALDO CHAVEZ) FORD F250 2024 Pickup Truck +,15:09,15:09,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,S-07 PETERBILT 388 2013 Heavy Truck +,0:01,0:01,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,SFB-07S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,11:52,11:52,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,PT-279 (AARON CONCHA) FORD F250 XL 2024 Pickup Truck +,82:54,82:54,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,PT-17S (OPEN SELECT JST) FORD F250 2024 Pickup Truck +,13:03,13:03,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,SS-01S CAT 279D Skid Steer +,56:50,56:50,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,ET-09 (JOSE C. RAMIREZ) RAM 1500 2022 Pickup Truck +,7:02,7:02,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,ET-19 (Osiel Salaices) RAM 1500 2022 Pickup Truck +,6:15,6:15,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,PT-13S (JAVIER MAGALLANES) FORD F150 2023 Pickup Truck +,36:11,36:11,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,DD-01S INTERNATIONAL 4300 2005 Heavy Truck +,19:45,19:45,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,SS-33 (AARON CONCHA) CAT 279D Skid Steer +,83:15,83:15,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,DT-01S FORD F650 2011 Heavy Truck +,17:14,17:14,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,EX-01S CAT 304E2 CR 2015 Excavator +,42:53,42:53,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,BT-02S FORD F450 2011 Heavy Truck +,20:37,20:37,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,S-10 KENWORTH T880 2025 Heavy Truck +,0:49,0:49,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,PT-226 (CATALINO FLORES SR) FORD F250 2022 Pickup Truck +,1:09,1:09,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,PT-194 (Albert Perry is using) FORD F250 2021 Pickup Truck +,0:06,0:06,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,PT-09S (JOVAN ESPINOZA-CASILLAS) FORD F150 2022 Pickup Truck +,78:45,78:45,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,PT-252 (JUAN C. REYES DIAZ) FORD F250 2023 Pickup Truck +,0:03,0:03,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,PT-11S (RAFAEL MURATALLA-CEJA) CHEVROLET 2500HD 2023 Pickup Truck +,28:23,28:23,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,PT-213 (CATALINO FLORES JR) FORD F250 2021 Pickup Truck +,7:36,7:36,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,PT-276 (Mario Moya) FORD MAVERICK XL 2024 Pickup Truck +,1:55,1:55,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,EX-69 JOHN DEERE 250G LC 2019 Excavator +,94:55,94:55,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,ET-23 (JOSE J. RIVERA) FORD F250 2023 Pickup Truck +,0:15,0:15,644:55,644:55
24-04 DALLAS SH 310 INTERSECTION IMPROV,Apr,PT-18S (JST SELECT 250) FORD F250 2024 Pickup Truck +,5:57,5:57,644:55,644:55
2023-014 (3) TARRANT IH 20 US 81 BR,Apr,PT-92 (STONIE BROWN) FORD F150 2016 Pickup Truck +,0:08,0:08,45:31,45:31
2023-014 (3) TARRANT IH 20 US 81 BR,Apr,PT-187 (ROBERTO LUMBRERAS Loaner) FORD F250 2021 Pickup Truck +,0:36,0:36,45:31,45:31
2023-014 (3) TARRANT IH 20 US 81 BR,Apr,ET-25 (JESUS O. RODARTE SERRANO) FORD F250 2023 Pickup Truck +,0:20,0:20,45:31,45:31
2023-014 (3) TARRANT IH 20 US 81 BR,Apr,SFB-07S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,2:33,2:33,45:31,45:31
2023-014 (3) TARRANT IH 20 US 81 BR,Apr,PT-166 (JUAN LUEVANO) FORD F150 2020 Pickup Truck +,9:37,9:37,45:31,45:31
2023-014 (3) TARRANT IH 20 US 81 BR,Apr,ET-05 (Anthony Hardimon Loaner) RAM 1500 2022 Pickup Truck +,0:51,0:51,45:31,45:31
2023-014 (3) TARRANT IH 20 US 81 BR,Apr,PT-215 (ERNEST LEMON JR) FORD F250 2022 Pickup Truck +,1:20,1:20,45:31,45:31
2023-014 (3) TARRANT IH 20 US 81 BR,Apr,SFB-04S MACK MD6 2022 Truck Mounted Attenuator (TMA) +,4:35,4:35,45:31,45:31
2023-014 (3) TARRANT IH 20 US 81 BR,Apr,ET-11 (Roberto Guerrero Jr.) RAM 1500 2022 Pickup Truck +,0:55,0:55,45:31,45:31
2023-014 (3) TARRANT IH 20 US 81 BR,Apr,SFB-06S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,2:02,2:02,45:31,45:31
2023-014 (3) TARRANT IH 20 US 81 BR,Apr,PT-173 (JUAN B. HERNANDEZ) FORD F150 2020 Pickup Truck +,3:04,3:04,45:31,45:31
2023-014 (3) TARRANT IH 20 US 81 BR,Apr,PT-282 (JUSTIN WAYNE OWENS) FORD F250 XL 2024 Pickup Truck +,0:16,0:16,45:31,45:31
2023-014 (3) TARRANT IH 20 US 81 BR,Apr,SFB-03 FREIGHTLINER M2 106 2012 Truck Mounted Attenuator (TMA) +,9:00,9:00,45:31,45:31
2023-014 (3) TARRANT IH 20 US 81 BR,Apr,PT-156 (Eduardo Alvarado) FORD F150 2019 Pickup Truck +,2:25,2:25,45:31,45:31
2023-014 (3) TARRANT IH 20 US 81 BR,Apr,PT-16S (ISAAC ROMERO) FORD F150 2024 Pickup Truck +,0:02,0:02,45:31,45:31
2023-014 (3) TARRANT IH 20 US 81 BR,Apr,PT-159 (OPEN) FORD F250 2019 Pickup Truck +,0:44,0:44,45:31,45:31
2023-014 (3) TARRANT IH 20 US 81 BR,Apr,PT-180 (ROBERTO LUMBRERAS) FORD F250 2020 Pickup Truck +,0:36,0:36,45:31,45:31
2023-014 (3) TARRANT IH 20 US 81 BR,Apr,SFB-16 INTERNATIONAL 4300 2019 Truck Mounted Attenuator (TMA) +,1:54,1:54,45:31,45:31
2023-014 (3) TARRANT IH 20 US 81 BR,Apr,PT-242 (HECTOR SANCHEZ) FORD F250 2023 Pickup Truck +,0:44,0:44,45:31,45:31
2023-014 (3) TARRANT IH 20 US 81 BR,Apr,SFB-22 FREIGHTLINER M2 2015 Truck Mounted Attenuator (TMA) +,3:05,3:05,45:31,45:31
2023-014 (3) TARRANT IH 20 US 81 BR,Apr,PT-281 (JOSUE MARTINEZ) FORD F250 XL 2024 Pickup Truck +,0:35,0:35,45:31,45:31
DFW Yard,Apr,S-09 PETERBILT 567 2016 Heavy Truck +,9:30,9:30,616:17,616:17
DFW Yard,Apr,SS-28 CAT 279D 2018 Skid Steer +,3:42,3:42,616:17,616:17
DFW Yard,Apr,PT-194 (Albert Perry is using) FORD F250 2021 Pickup Truck +,6:36,6:36,616:17,616:17
DFW Yard,Apr,PT-275 (OPEN) FORD MAVERICK XL 2024 Pickup Truck +,0:02,0:02,616:17,616:17
DFW Yard,Apr,EX-81 CAT 304 2022 Excavator +,3:45,3:45,616:17,616:17
DFW Yard,Apr,CM-05 WESTERN STAR POLYMIXER 2025 Z-Class Volumetric Mixer +,0:04,0:04,616:17,616:17
DFW Yard,Apr,SS-32 CAT 279D 2018 Skid Steer +,1:08,1:08,616:17,616:17
DFW Yard,Apr,DTG-03 CUMMINS C150D6R 2014 Generator +,0:00,0:00,616:17,616:17
DFW Yard,Apr,PT-226 (CATALINO FLORES SR) FORD F250 2022 Pickup Truck +,0:11,0:11,616:17,616:17
DFW Yard,Apr,EX-65 JOHN DEERE 350G 2019 Excavator +,0:08,0:08,616:17,616:17
DFW Yard,Apr,TH-07 JLG G12-55A 2015 Telehandler +,10:32,10:32,616:17,616:17
DFW Yard,Apr,LP-107 MAGNUM MLT3060 2013 Light Plant +,0:00,0:00,616:17,616:17
DFW Yard,Apr,ET-22 (JUAN LOPEZ) FORD F250 2023 Pickup Truck +,3:04,3:04,616:17,616:17
DFW Yard,Apr,PT-276 (Mario Moya) FORD MAVERICK XL 2024 Pickup Truck +,0:24,0:24,616:17,616:17
DFW Yard,Apr,RTC-04 TEREX RT555-1 2006 Crane +,0:07,0:07,616:17,616:17
DFW Yard,Apr,TH-04 (shop use) JLG G12-55A 2011 Telehandler +,63:46,63:46,616:17,616:17
DFW Yard,Apr,CM-02 KENWORTH T880 2014 Heavy Truck +,22:58,22:58,616:17,616:17
DFW Yard,Apr,R-05 INGERSOLL-RAND SD-116DX 2005 Roller +,0:00,0:00,616:17,616:17
DFW Yard,Apr,CP-02 REED B50 2022 Concrete Pump +,0:00,0:00,616:17,616:17
DFW Yard,Apr,LP-109 GENERAC MLT6SM 2015 Light Plant +,0:00,0:00,616:17,616:17
DFW Yard,Apr,ET-15 (Carlos Eclavea) RAM 1500 2022 Pickup Truck +,8:34,8:34,616:17,616:17
DFW Yard,Apr,ET-18 (AARON MOORE) RAM 1500 2022 Pickup Truck +,1:02,1:02,616:17,616:17
DFW Yard,Apr,PT-125 (PLANO JOBSITE TRUCK) FORD F150 2018 Pickup Truck +,19:23,19:23,616:17,616:17
DFW Yard,Apr,PT-159 (OPEN) FORD F250 2019 Pickup Truck +,2:34,2:34,616:17,616:17
DFW Yard,Apr,ET-30 (JUAN L. RUIZ) FORD F250 2024 Pickup Truck +,0:31,0:31,616:17,616:17
DFW Yard,Apr,ML-05 GENIE S-80X 2015 Man Lift +,0:00,0:00,616:17,616:17
DFW Yard,Apr,PT-268 (OEPN) FORD MAVERICK XLT 2024 Pickup Truck +,0:20,0:20,616:17,616:17
DFW Yard,Apr,EX-15 CAT 324D 2010 Excavator +,7:12,7:12,616:17,616:17
DFW Yard,Apr,WL-02 JOHN DEERE 644K 2012 Wheel Loader +,0:46,0:46,616:17,616:17
DFW Yard,Apr,SS-23 CAT 279D 2016 Skid Steer +,0:03,0:03,616:17,616:17
DFW Yard,Apr,R-21 BOMAG BW177PDH-50 2012 Roller +,0:00,0:00,616:17,616:17
DFW Yard,Apr,PT-20S (OBALDO CHAVEZ) FORD F250 2024 Pickup Truck +,2:33,2:33,616:17,616:17
DFW Yard,Apr,S-10 KENWORTH T880 2025 Heavy Truck +,35:17,35:17,616:17,616:17
DFW Yard,Apr,TDT-01 ( ) MAULDIN MT600 2024 ASPHALT DISTRIBUTOR TRAILER +,0:00,0:00,616:17,616:17
DFW Yard,Apr,PT-284 (OPEN) FORD F250 XL 2024 Pickup Truck +,4:37,4:37,616:17,616:17
DFW Yard,Apr,BRO-07 BROCE BB250 2011 Sweeper +,0:00,0:00,616:17,616:17
DFW Yard,Apr,DTG-01 WACKER NEUSON G 25 2022 Generator +,0:00,0:00,616:17,616:17
DFW Yard,Apr,ET-20 (OPEN RAM 1500) RAM 1500 2022 Pickup Truck +,0:07,0:07,616:17,616:17
DFW Yard,Apr,PT-218 (Michael Hammons) FORD F250 2022 Pickup Truck +,10:29,10:29,616:17,616:17
DFW Yard,Apr,PT-237 (JUAN C. MIRAMONTES JR) FORD F250 2023 Pickup Truck +,0:53,0:53,616:17,616:17
DFW Yard,Apr,LP-07 MAGNUM MLT3060 Light Plant +,0:00,0:00,616:17,616:17
DFW Yard,Apr,SFB-22 FREIGHTLINER M2 2015 Truck Mounted Attenuator (TMA) +,2:20,2:20,616:17,616:17
DFW Yard,Apr,WL-03 CAT 928H 2012 Wheel Loader +,0:04,0:04,616:17,616:17
DFW Yard,Apr,SS-36 (SALVADOR AGUILLON) CAT 279D3 Skid Steer +,0:11,0:11,616:17,616:17
DFW Yard,Apr,EX-69 JOHN DEERE 250G LC 2019 Excavator +,0:05,0:05,616:17,616:17
DFW Yard,Apr,"ET-07 (HAYS, PAXTON C) RAM 1500 2022 Pickup Truck +",0:26,0:26,616:17,616:17
DFW Yard,Apr,PT-92 (STONIE BROWN) FORD F150 2016 Pickup Truck +,1:01,1:01,616:17,616:17
DFW Yard,Apr,PT-270 (OPEN) FORD MAVERICK XL 2024 Pickup Truck +,0:04,0:04,616:17,616:17
DFW Yard,Apr,WEL-16 LINCOLN VINTAGE 322 2024 Welder +,0:00,0:00,616:17,616:17
DFW Yard,Apr,WL-11 (J1S02294) CAT 950M 2019 Wheel Loader +,1:42,1:42,616:17,616:17
DFW Yard,Apr,BM-01 BLASTPRO MANUFACTURING BPZ-20-360 2017 Bridge Machine +,0:00,0:00,616:17,616:17
DFW Yard,Apr,R-20 WACKER NEUSON RD12A 2013 Roller +,1:27,1:27,616:17,616:17
DFW Yard,Apr,CFM-11 GOMACO COMMANDER III 2017 Concrete Finish +,0:28,0:28,616:17,616:17
DFW Yard,Apr,PT-169 (OPEN F150 STX) FORD F150 2020 Pickup Truck +,0:36,0:36,616:17,616:17
DFW Yard,Apr,PT-18S (JST SELECT 250) FORD F250 2024 Pickup Truck +,4:56,4:56,616:17,616:17
DFW Yard,Apr,S-07 PETERBILT 388 2013 Heavy Truck +,2:06,2:06,616:17,616:17
DFW Yard,Apr,AC-25 (0153) SULLAIR 185 2024 Air Compressor +,0:00,0:00,616:17,616:17
DFW Yard,Apr,PT-24S FORD F450 2022 Pickup Truck +,0:00,0:00,616:17,616:17
DFW Yard,Apr,PT-173 (JUAN B. HERNANDEZ) FORD F150 2020 Pickup Truck +,0:50,0:50,616:17,616:17
DFW Yard,Apr,PT-281 (JOSUE MARTINEZ) FORD F250 XL 2024 Pickup Truck +,3:12,3:12,616:17,616:17
DFW Yard,Apr,PT-23S FORD F450 2022 Pickup Truck +,0:43,0:43,616:17,616:17
DFW Yard,Apr,WL-12 (K03394) CAT 938M 2022 Wheel Loader +,1:04,1:04,616:17,616:17
DFW Yard,Apr,T-03 CAT RM-300 2006 Stabilization +,0:00,0:00,616:17,616:17
DFW Yard,Apr,PT-247 (MARTIN SANCHEZ) FORD F150 2023 Pickup Truck +,3:13,3:13,616:17,616:17
DFW Yard,Apr,PT-213 (CATALINO FLORES JR) FORD F250 2021 Pickup Truck +,3:19,3:19,616:17,616:17
DFW Yard,Apr,PT-111 (shop mech loaner) FORD F350 2017 Pickup Truck +,2:23,2:23,616:17,616:17
DFW Yard,Apr,DT-13 FREIGHTLINER M2 2017 Heavy Truck +,0:41,0:41,616:17,616:17
DFW Yard,Apr,R-16 SAKAI SV410 2014 Roller +,0:00,0:00,616:17,616:17
DFW Yard,Apr,PT-188 (OPEN F150) FORD F150 2021 Pickup Truck +,0:00,0:00,616:17,616:17
DFW Yard,Apr,PT-193 (OPEN DFW TC USING) FORD F250 2021 Pickup Truck +,0:10,0:10,616:17,616:17
DFW Yard,Apr,PT-215 (ERNEST LEMON JR) FORD F250 2022 Pickup Truck +,14:34,14:34,616:17,616:17
DFW Yard,Apr,BH-24 CAT 420E IT 2012 Backhoe +,0:25,0:25,616:17,616:17
DFW Yard,Apr,PT-172 (FRANCISCO DIAZ SERNA) FORD F150 2020 Pickup Truck +,2:34,2:34,616:17,616:17
DFW Yard,Apr,SFB-16 INTERNATIONAL 4300 2019 Truck Mounted Attenuator (TMA) +,0:07,0:07,616:17,616:17
DFW Yard,Apr,ML-03 GENIE S60X 2011 Man Lift +,0:32,0:32,616:17,616:17
DFW Yard,Apr,EX-34 JOHN DEERE 250G LC 2014 Excavator +,0:49,0:49,616:17,616:17
DFW Yard,Apr,WT-11 FREIGHTLINER M2 106 2014 Heavy Truck +,6:47,6:47,616:17,616:17
DFW Yard,Apr,PT-17S (OPEN SELECT JST) FORD F250 2024 Pickup Truck +,4:17,4:17,616:17,616:17
DFW Yard,Apr,CM-03 WESTERN STAR POLYMIXER 2025 Z-Class Volumetric Mixer +,0:20,0:20,616:17,616:17
DFW Yard,Apr,CM-01 CAT CT660 2015 Heavy Truck +,45:28,45:28,616:17,616:17
DFW Yard,Apr,PT-242 (HECTOR SANCHEZ) FORD F250 2023 Pickup Truck +,2:21,2:21,616:17,616:17
DFW Yard,Apr,SFB-07S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,0:29,0:29,616:17,616:17
DFW Yard,Apr,#210013 - MATTHEW C. SHAYLOR JEEP WRANGLER 2024 Pickup Truck +,0:02,0:02,616:17,616:17
DFW Yard,Apr,SFB-04S MACK MD6 2022 Truck Mounted Attenuator (TMA) +,2:12,2:12,616:17,616:17
DFW Yard,Apr,ET-42 (JUAN C. BERJES RUIZ) FORD F150 XL 2024 Pickup Truck +,19:37,19:37,616:17,616:17
DFW Yard,Apr,MT-15 (Korbin Gee) FORD F550 2024 Pickup Truck +,26:59,26:59,616:17,616:17
DFW Yard,Apr,TH-09 JLG G12-55A 2013 Telehandler +,0:57,0:57,616:17,616:17
DFW Yard,Apr,ET-09 (JOSE C. RAMIREZ) RAM 1500 2022 Pickup Truck +,5:08,5:08,616:17,616:17
DFW Yard,Apr,ET-23 (JOSE J. RIVERA) FORD F250 2023 Pickup Truck +,23:56,23:56,616:17,616:17
DFW Yard,Apr,SFB-06S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,9:12,9:12,616:17,616:17
DFW Yard,Apr,SS-34 (JOSE RIVERA) CAT 289D Skid Steer +,8:28,8:28,616:17,616:17
DFW Yard,Apr,ET-11 (Roberto Guerrero Jr.) RAM 1500 2022 Pickup Truck +,0:52,0:52,616:17,616:17
DFW Yard,Apr,PT-190 (JOSE TURRUBIARTES JR) FORD F250 2021 Pickup Truck +,0:29,0:29,616:17,616:17
DFW Yard,Apr,PT-202 (OPEN JOB SITE) FORD F250 2022 Pickup Truck +,0:25,0:25,616:17,616:17
DFW Yard,Apr,PT-11S (RAFAEL MURATALLA-CEJA) CHEVROLET 2500HD 2023 Pickup Truck +,0:39,0:39,616:17,616:17
DFW Yard,Apr,G-02 JOHN DEERE 772G Grader +,0:01,0:01,616:17,616:17
DFW Yard,Apr,RTC-03 TEREX RT555-2 2014 Crane +,9:08,9:08,616:17,616:17
DFW Yard,Apr,WL-04 CAT 938M 2017 Wheel Loader +,0:50,0:50,616:17,616:17
DFW Yard,Apr,EX-53 CAT 308E2 CR 2018 Excavator +,1:23,1:23,616:17,616:17
DFW Yard,Apr,MT-11 (OPEN) FORD F550 2018 Medium Truck +,0:12,0:12,616:17,616:17
DFW Yard,Apr,LP-110 GENERAC MLT3060MV 2016 Light Plant +,0:00,0:00,616:17,616:17
DFW Yard,Apr,PT-182 (Leonel Munoz) FORD F250 2020 Pickup Truck +,0:20,0:20,616:17,616:17
DFW Yard,Apr,PT-208 (SALVADOR AGUILLON) FORD F250 2019 Pickup Truck +,0:50,0:50,616:17,616:17
DFW Yard,Apr,PT-283 FORD F250 XL 2024 Pickup Truck +,0:24,0:24,616:17,616:17
DFW Yard,Apr,R-23 CAT CP56 2011 Roller +,0:05,0:05,616:17,616:17
DFW Yard,Apr,CP-01 PUTZMEISTER TK 40 2018 Concrete Pump +,0:00,0:00,616:17,616:17
DFW Yard,Apr,AC-05 SULLAIR 185 2011 Air Compressor +,0:00,0:00,616:17,616:17
DFW Yard,Apr,DTG-02 CAT 3406 2013 Generator +,0:00,0:00,616:17,616:17
DFW Yard,Apr,ET-33 (JOSE P. LOPEZ LIRA) FORD F250 2024 Pickup Truck +,0:10,0:10,616:17,616:17
DFW Yard,Apr,S-12 MACK CXU PINNACLE 2017 Heavy Truck +,1:54,1:54,616:17,616:17
DFW Yard,Apr,BRO-08 LAY-MOR SM300 2013 Sweeper +,2:26,2:26,616:17,616:17
DFW Yard,Apr,EX-02S JOHN DEERE 27D Excavator +,0:15,0:15,616:17,616:17
DFW Yard,Apr,PT-279 (AARON CONCHA) FORD F250 XL 2024 Pickup Truck +,9:47,9:47,616:17,616:17
DFW Yard,Apr,WL-13 (R08392) CAT 938M 2019 Wheel Loader +,0:59,0:59,616:17,616:17
DFW Yard,Apr,R-14 DYNAPAC CP271 2006 Roller +,0:00,0:00,616:17,616:17
DFW Yard,Apr,DD-01S INTERNATIONAL 4300 2005 Heavy Truck +,2:23,2:23,616:17,616:17
DFW Yard,Apr,PT-156 (Eduardo Alvarado) FORD F150 2019 Pickup Truck +,2:02,2:02,616:17,616:17
DFW Yard,Apr,PT-180 (ROBERTO LUMBRERAS) FORD F250 2020 Pickup Truck +,2:00,2:00,616:17,616:17
DFW Yard,Apr,WT-05 FORD F750 2012 Heavy Truck +,1:34,1:34,616:17,616:17
DFW Yard,Apr,R-26 WACKER NEUSON RTSC3 2015 Roller +,0:47,0:47,616:17,616:17
DFW Yard,Apr,PT-187 (ROBERTO LUMBRERAS Loaner) FORD F250 2021 Pickup Truck +,1:55,1:55,616:17,616:17
DFW Yard,Apr,PT-227 (JOSE RANGEL loaner) FORD F250 2022 Pickup Truck +,9:41,9:41,616:17,616:17
DFW Yard,Apr,DT-07 FORD F550 2012 Medium Truck +,0:04,0:04,616:17,616:17
DFW Yard,Apr,EX-38 BOBCAT E85 2013 Excavator +,1:13,1:13,616:17,616:17
DFW Yard,Apr,SS-11 (shop use) BOBCAT T750 2014 Skid Steer +,7:57,7:57,616:17,616:17
DFW Yard,Apr,MT-09 (LORENZO APARICIO) FORD F550 2019 Medium Truck +,24:46,24:46,616:17,616:17
DFW Yard,Apr,R-32 VOLVO SD45 2015 Roller +,0:01,0:01,616:17,616:17
DFW Yard,Apr,EX-84 CAT 336 2024 Excavator - Large +,0:18,0:18,616:17,616:17
DFW Yard,Apr,SFB-03 FREIGHTLINER M2 106 2012 Truck Mounted Attenuator (TMA) +,0:19,0:19,616:17,616:17
DFW Yard,Apr,ET-19 (Osiel Salaices) RAM 1500 2022 Pickup Truck +,9:23,9:23,616:17,616:17
DFW Yard,Apr,ET-24 (Troy Malette) FORD F250 2023 Pickup Truck +,1:07,1:07,616:17,616:17
DFW Yard,Apr,PT-16S (ISAAC ROMERO) FORD F150 2024 Pickup Truck +,6:25,6:25,616:17,616:17
DFW Yard,Apr,EX-42 JOHN DEERE 75G 2015 Excavator +,0:15,0:15,616:17,616:17
DFW Yard,Apr,SFB-09 FREIGHTLINER M2 106 2013 Truck Mounted Attenuator (TMA) +,0:16,0:16,616:17,616:17
DFW Yard,Apr,LP-02 MAGNUM MLT3060K 2014 Light Plant +,0:00,0:00,616:17,616:17
DFW Yard,Apr,LP-##? TEREX AL4 Light Plant +,0:00,0:00,616:17,616:17
DFW Yard,Apr,ET-38 (Caleb Padgett) FORD F150 2024 Pickup Truck +,0:12,0:12,616:17,616:17
DFW Yard,Apr,DT-12 FREIGHTLINER M2 2019 Heavy Truck +,1:36,1:36,616:17,616:17
DFW Yard,Apr,BT-02S FORD F450 2011 Heavy Truck +,0:54,0:54,616:17,616:17
DFW Yard,Apr,SS-33 (AARON CONCHA) CAT 279D Skid Steer +,1:17,1:17,616:17,616:17
DFW Yard,Apr,PT-277 (Said Garcia) FORD MAVERICK XL 2024 Pickup Truck +,0:17,0:17,616:17,616:17
DFW Yard,Apr,EX-68 JOHN DEERE 470G Excavator +,0:05,0:05,616:17,616:17
DFW Yard,Apr,TH-10 JLG G5-18A 2016 Telehandler +,17:17,17:17,616:17,616:17
DFW Yard,Apr,CM-04 KENWORTH T400 2012 Heavy Truck +,17:28,17:28,616:17,616:17
DFW Yard,Apr,PT-166 (JUAN LUEVANO) FORD F150 2020 Pickup Truck +,1:01,1:01,616:17,616:17
DFW Yard,Apr,PT-240 (CLINT MIZE) FORD F150 2023 Pickup Truck +,7:23,7:23,616:17,616:17
DFW Yard,Apr,PT-269 (Hector Claudio) FORD F350 2024 Pickup Truck +,1:01,1:01,616:17,616:17
DFW Yard,Apr,PT-274 (Grecia Mancho Camacho) FORD MAVERICK XL 2024 Pickup Truck +,1:37,1:37,616:17,616:17
DFW Yard,Apr,TH-12 JLG 1255 2016 Telehandler +,1:21,1:21,616:17,616:17
DFW Yard,Apr,S-11 MACK CXU PINNACLE 2017 Heavy Truck +,2:51,2:51,616:17,616:17
DFW Yard,Apr,R-28 DYNAPAC CP2700 2007 Roller +,0:00,0:00,616:17,616:17
DFW Yard,Apr,PT-107 (DFW OFFICE TRUCK) FORD F150 2017 Pickup Truck +,1:58,1:58,616:17,616:17
DFW Yard,Apr,PT-09S (JOVAN ESPINOZA-CASILLAS) FORD F150 2022 Pickup Truck +,10:59,10:59,616:17,616:17
DFW Yard,Apr,MT-14 (Ivan Torres) FORD F550 2023 Medium Truck +,16:38,16:38,616:17,616:17
DFW Yard,Apr,PT-278 (Juan Castro) FORD MAVERICK XL 2024 Pickup Truck +,1:15,1:15,616:17,616:17
DFW Yard,Apr,#210055 - ADAM H. GOODE JEEP GLADIATOR Personal Vehicle +,0:03,0:03,616:17,616:17
